"var","rmse_curve","band_coverage"
"X1",0.106732572239564,0.821782178217822
"X2",0.0598335178627493,1
"X3",0.0538479091114854,1
"X4",0.0562848745690016,1
"X5",0.0385737973610337,1
"X6",0.045906689512208,1
