"var","rmse_curve","band_coverage"
"X1",0.0816117658138208,0.742574257425743
"X2",0.0324091885798851,1
"X3",0.0484129831992883,1
"X4",0.0362398349138687,1
"X5",0.0233204920772682,1
"X6",0.0255337799893626,1
