"var","rmse_curve","cor_curve"
"X1",0.244552403576745,0.99992415269832
"X2",0.0199243166650641,0.999857425100315
"X3",0.0236432081119064,0.997964278968756
"X4",0.0135798772240621,0.999416681785552
