"var","sd_fhat","mean_abs_fhat","range_fhat"
"X1",0.685711042210206,0.636255177605504,2.11856690284056
"X2",0.419356680925385,0.373929873116905,1.33133484290639
"X3",0.215251395747969,0.187274193651857,0.753152056794903
"X4",0.382298022234808,0.341079261852207,1.07046472740473
