"var","rmse_curve","cor_curve"
"X1",0.24641419314166,0.999914281558964
"X2",0.0250957453056461,0.999059324527126
"X3",0.0259798892038123,0.996996535270776
"X4",0.0177674808657596,0.999113716541811
