"var","sd_fhat","mean_abs_fhat","range_fhat"
"X1",0.539536482458241,0.505266190705094,1.79986621600753
"X2",0.40515406468368,0.358510830446423,1.28949127601211
"X3",0.25636567409379,0.230171524241629,0.878595092525317
"X4",0.354312701268451,0.323909101364665,0.981015617684823
