"var","rmse_curve","cor_curve"
"X1",0.243204805897475,0.99911299219783
"X2",0.0262233915414142,0.999356165814466
"X3",0.0516392750632435,0.970000293346271
"X4",0.0206422318066912,0.998777556593191
