"var","sd_fhat","mean_abs_fhat","range_fhat"
"X1",0.638096586885008,0.595822945419473,2.00173543286763
"X2",0.459911155913583,0.399715370697113,1.66164729841334
"X3",0.251845683000306,0.212832971548785,0.916332681671186
"X4",0.368770131584542,0.331149702730386,1.03420661285883
