"var","sd_fhat","mean_abs_fhat","range_fhat"
"X1",0.642288486187199,0.608656078737894,2.15725429107091
"X2",0.488895245382082,0.430951547225511,1.40810878601349
"X3",0.266839188037233,0.231361690357116,1.00641909708657
"X4",0.346832809036702,0.300476445882434,1.05406833157492
