"var","rmse_curve","cor_curve"
"X1",0.241098789115715,0.999978208256381
"X2",0.0196684275693498,0.999924040757108
"X3",0.0212539405868747,0.999221142212923
"X4",0.00807151768206136,0.999778559690844
