"var","sd_fhat","mean_abs_fhat","range_fhat"
"X1",0.6116810656465,0.576513586092342,1.96727534195255
"X2",0.457953978621842,0.394839731366723,1.55147479007884
"X3",0.220651665212666,0.203829559161028,0.617498740540636
"X4",0.350872339825842,0.320208833305701,0.982229173485222
