"var","sd_fhat","mean_abs_fhat","range_fhat"
"X1",0.662168652645839,0.613322451973975,2.09116870525076
"X2",0.563024033050784,0.53274157597347,1.54154255779482
"X3",0.19829998932743,0.185288204257504,0.627032001868915
"X4",0.30895407247487,0.265045871377506,0.946652478658393
