"var","rmse_curve","cor_curve"
"X1",0.232229847079576,0.999081459355709
"X2",0.0237668118107053,0.999094491053372
"X3",0.0494091217472037,0.975696558758128
"X4",0.0324127184665382,0.995918957652031
