"var","rmse_curve","cor_curve"
"X1",0.243811130585107,0.986999843761256
"X2",0.0664178894478602,0.989990688551859
"X3",0.0710349343999583,0.989180371190538
"X4",0.0604714094148474,0.988567773436724
