"var","sd_fhat","mean_abs_fhat","range_fhat"
"X1",0.620908668221177,0.590279178560365,2.02634658317977
"X2",0.470544413976381,0.408935912331124,1.60211080764972
"X3",0.207440118937948,0.189905398531259,0.715806851524565
"X4",0.361722625860985,0.325771146006635,1.02092493096146
