"var","rmse_baby","cov_baby","rmse_gibbs","cov_gibbs"
"X1",0.195863511473899,0.0594059405940594,0.195255774737511,0.0594059405940594
"X2",0.0580863409985656,0.900990099009901,0.0573777962889079,0.871287128712871
"X3",0.0157823158325889,1,0.0156645019859729,1
"X4",0.0435221621084655,0.940594059405941,0.041686845122494,0.96039603960396
