"var","rmse_curve","band_coverage"
"X1",0.0860050033313268,0.643564356435644
"X2",0.058162612776621,0.940594059405941
"X3",0.044010584992369,1
"X4",0.0623857654077166,0.930693069306931
"X5",0.0435090681009726,1
"X6",0.0243963825085726,1
"X7",0.0389745497611449,0.97029702970297
"X8",0.0255904035050671,1
"X9",0.0301975909818855,1
"X10",0.0511023318879997,0.871287128712871
